-1.938037946820259E-02   -2.946415916085243E-02   -2.294018492102623E-02   -1.404155977070332E-02   3.474966390058398E-03   3.189810365438461E-02   -9.133783169090748E-03   -4.036171361804008E-02   -3.314333036541939E-02   2.992927096784115E-02    
-1.977288909256458E-02   -2.929404564201832E-02   -2.286574617028236E-02   -1.452827639877796E-02   2.630892209708691E-03   3.235226497054100E-02   -1.063453219830990E-02   -4.044392332434654E-02   -3.195455297827721E-02   3.178507834672928E-02    
-2.016922645270824E-02   -2.912124991416931E-02   -2.278907038271427E-02   -1.502701826393604E-02   1.749570248648524E-03   3.280293196439743E-02   -1.217854209244251E-02   -4.046077281236649E-02   -3.062996640801430E-02   3.361310437321663E-02    
-2.056943438947201E-02   -2.894554659724236E-02   -2.270900458097458E-02   -1.553763262927532E-02   8.305665687657893E-04   3.324850276112556E-02   -1.376334019005299E-02   -4.040560871362686E-02   -2.916708029806614E-02   3.540152683854103E-02    
-2.097358368337154E-02   -2.876693755388260E-02   -2.262409403920174E-02   -1.605987921357155E-02   -1.265931641682982E-04   3.368704020977020E-02   -1.538531761616468E-02   -4.027319699525833E-02   -2.756503038108349E-02   3.713822737336159E-02    
-2.138173393905163E-02   -2.858546562492847E-02   -2.253297157585621E-02   -1.659361831843853E-02   -1.122456626035273E-03   3.411632403731346E-02   -1.704031974077225E-02   -4.005884379148483E-02   -2.582432888448238E-02   3.881106525659561E-02    
-2.179381810128689E-02   -2.840114757418633E-02   -2.243425697088242E-02   -1.713910885155201E-02   -2.157221082597971E-03   3.453383594751358E-02   -1.872402429580688E-02   -3.975850343704224E-02   -2.394676208496094E-02   4.040810093283653E-02    
-2.220974490046501E-02   -2.821399830281734E-02   -2.232652157545090E-02   -1.769665442407131E-02   -3.230881644412875E-03   3.493687510490417E-02   -2.043176442384720E-02   -3.936835750937462E-02   -2.193512395024300E-02   4.191732034087181E-02    
-2.262942492961884E-02   -2.802404202520847E-02   -2.220829017460346E-02   -1.826654560863972E-02   -4.343255423009396E-03   3.532258793711662E-02   -2.215849049389362E-02   -3.888478502631187E-02   -1.979323476552963E-02   4.332664981484413E-02    
-2.305277623236179E-02   -2.783129364252090E-02   -2.207803539931774E-02   -1.884908415377140E-02   -5.493966396898031E-03   3.568800538778305E-02   -2.389878220856190E-02   -3.830441087484360E-02   -1.752608083188534E-02   4.462409764528275E-02    
